Product_Name,Product_ID,Year,Month,Day,Quantity_Demanded,Cost,Labour_wages,Energy_cost,Production_unit,Raw_materials,Destination,Distance_from_Pos
A,112054C,2018,2,25,1057,624,,,,,GANDHINAGAR,49
A,112054C,2018,2,25,1074,624,,,,,SURAT,261
B,435207F,2018,2,25,1084,1789,,,,,AHMEDABAD,11
B,435207F,2018,2,25,1049,1789,,,,,VADODARA,109
B,435207F,2018,2,25,918,1789,,,,,GANDHINAGAR,33
B,435207F,2018,2,25,923,1789,,,,,SURAT,236
A,112054C,2018,2,26,979,624,,,,,AHMEDABAD,25
A,112054C,2018,2,26,995,624,,,,,VADODARA,102
A,112054C,2018,2,26,963,624,,,,,GANDHINAGAR,48
A,112054C,2018,2,26,1056,624,,,,,SURAT,277
B,435207F,2018,2,26,949,1789,,,,,AHMEDABAD,13
B,435207F,2018,2,26,1074,1789,,,,,VADODARA,102
B,435207F,2018,2,26,1084,1789,,,,,GANDHINAGAR,49
B,435207F,2018,2,26,1049,1789,,,,,SURAT,212
A,112054C,2018,2,27,918,624,,,,,AHMEDABAD,23
A,112054C,2018,2,27,923,624,,,,,VADODARA,114
A,112054C,2018,2,27,979,624,,,,,GANDHINAGAR,37
A,112054C,2018,2,27,995,624,,,,,SURAT,302
B,435207F,2018,2,27,963,1789,,,,,AHMEDABAD,23
B,435207F,2018,2,27,1056,1789,,,,,VADODARA,146
B,435207F,2018,2,27,949,1789,,,,,GANDHINAGAR,37
B,435207F,2018,2,27,935,1789,,,,,SURAT,227
A,112054C,2018,2,28,1034,624,,,,,AHMEDABAD,25
A,112054C,2018,2,28,1060,624,,,,,VADODARA,126
A,112054C,2018,2,28,1042,624,,,,,GANDHINAGAR,34
A,112054C,2018,2,28,1089,624,,,,,SURAT,270
B,435207F,2018,2,28,985,1789,,,,,AHMEDABAD,22
B,435207F,2018,2,28,1050,1789,,,,,VADODARA,86
B,435207F,2018,2,28,1007,1789,,,,,GANDHINAGAR,30
B,435207F,2018,2,28,937,1789,,,,,SURAT,223
A,112054C,2018,3,1,1015,580,,,,,AHMEDABAD,10
A,112054C,2018,3,1,1038,580,,,,,VADODARA,137
A,112054C,2018,3,1,1040,580,,,,,GANDHINAGAR,26
A,112054C,2018,3,1,1046,580,,,,,SURAT,221
B,435207F,2018,3,1,1037,1678,,,,,AHMEDABAD,17
B,435207F,2018,3,1,979,1678,,,,,VADODARA,131
B,435207F,2018,3,1,976,1678,,,,,GANDHINAGAR,46
B,435207F,2018,3,1,1078,1678,,,,,SURAT,255
A,112054C,2018,3,2,1057,580,,,,,AHMEDABAD,16
A,112054C,2018,3,2,1092,580,,,,,VADODARA,124
A,112054C,2018,3,2,627,580,,,,,GANDHINAGAR,46
A,112054C,2018,3,2,725,580,,,,,SURAT,262
B,435207F,2018,3,2,685,1678,,,,,AHMEDABAD,18
B,435207F,2018,3,2,611,1678,,,,,VADODARA,136
B,435207F,2018,3,2,627,1678,,,,,GANDHINAGAR,51
B,435207F,2018,3,2,749,1678,,,,,SURAT,215
A,112054C,2018,3,3,606,580,,,,,AHMEDABAD,10
A,112054C,2018,3,3,700,580,,,,,VADODARA,108
A,112054C,2018,3,3,653,580,,,,,GANDHINAGAR,47
A,112054C,2018,3,3,663,580,,,,,SURAT,265
B,435207F,2018,3,3,641,1678,,,,,AHMEDABAD,15
B,435207F,2018,3,3,622,1678,,,,,VADODARA,144
B,435207F,2018,3,3,605,1678,,,,,GANDHINAGAR,32
B,435207F,2018,3,3,660,1678,,,,,SURAT,212
A,112054C,2018,3,4,680,580,,,,,AHMEDABAD,18
A,112054C,2018,3,4,669,580,,,,,VADODARA,131
A,112054C,2018,3,4,695,580,,,,,GANDHINAGAR,31
A,112054C,2018,3,4,693,580,,,,,SURAT,278
B,435207F,2018,3,4,740,1678,,,,,AHMEDABAD,18
B,435207F,2018,3,4,647,1678,,,,,VADODARA,139
B,435207F,2018,3,4,706,1678,,,,,GANDHINAGAR,48
B,435207F,2018,3,4,736,1678,,,,,SURAT,245
A,112054C,2018,3,5,640,580,,,,,AHMEDABAD,16
A,112054C,2018,3,5,644,580,,,,,VADODARA,98
A,112054C,2018,3,5,746,580,,,,,GANDHINAGAR,51
A,112054C,2018,3,5,734,580,,,,,SURAT,233
B,435207F,2018,3,5,731,1678,,,,,AHMEDABAD,21
B,435207F,2018,3,5,679,1678,,,,,VADODARA,106
B,435207F,2018,3,5,607,1678,,,,,GANDHINAGAR,25
B,435207F,2018,3,5,698,1678,,,,,SURAT,300
A,112054C,2018,3,6,623,580,,,,,AHMEDABAD,11
A,112054C,2018,3,6,742,580,,,,,VADODARA,86
A,112054C,2018,3,6,643,580,,,,,GANDHINAGAR,26
A,112054C,2018,3,6,639,580,,,,,SURAT,267
B,435207F,2018,3,6,706,1678,,,,,AHMEDABAD,23
B,435207F,2018,3,6,656,1678,,,,,VADODARA,160
B,435207F,2018,3,6,675,1678,,,,,GANDHINAGAR,28
B,435207F,2018,3,6,665,1678,,,,,SURAT,214
A,112054C,2018,3,7,661,580,,,,,AHMEDABAD,11
A,112054C,2018,3,7,673,580,,,,,VADODARA,107
A,112054C,2018,3,7,743,580,,,,,GANDHINAGAR,33
A,112054C,2018,3,7,709,580,,,,,SURAT,275
B,435207F,2018,3,7,685,1678,,,,,AHMEDABAD,16
B,435207F,2018,3,7,645,1678,,,,,VADODARA,133
B,435207F,2018,3,7,645,1678,,,,,GANDHINAGAR,49
B,435207F,2018,3,7,725,1678,,,,,SURAT,289
A,112054C,2018,3,8,691,580,,,,,AHMEDABAD,20
A,112054C,2018,3,8,617,580,,,,,VADODARA,128
A,112054C,2018,3,8,646,580,,,,,GANDHINAGAR,54
A,112054C,2018,3,8,616,580,,,,,SURAT,292
B,435207F,2018,3,8,611,1678,,,,,AHMEDABAD,10
B,435207F,2018,3,8,721,1678,,,,,VADODARA,92
B,435207F,2018,3,8,728,1678,,,,,GANDHINAGAR,42
B,435207F,2018,3,8,714,1678,,,,,SURAT,305
A,112054C,2018,3,9,727,580,,,,,AHMEDABAD,13
A,112054C,2018,3,9,689,580,,,,,VADODARA,136
A,112054C,2018,3,9,743,580,,,,,GANDHINAGAR,26
A,112054C,2018,3,9,610,580,,,,,SURAT,227
B,435207F,2018,3,9,640,1678,,,,,AHMEDABAD,21
B,435207F,2018,3,9,613,1678,,,,,VADODARA,121
B,435207F,2018,3,9,682,1678,,,,,GANDHINAGAR,34
B,435207F,2018,3,9,722,1678,,,,,SURAT,290
A,112054C,2018,3,10,684,580,,,,,AHMEDABAD,25
A,112054C,2018,3,10,695,580,,,,,VADODARA,151
A,112054C,2018,3,10,644,580,,,,,GANDHINAGAR,29
A,112054C,2018,3,10,681,580,,,,,SURAT,266
B,435207F,2018,3,10,621,1678,,,,,AHMEDABAD,22
B,435207F,2018,3,10,690,1678,,,,,VADODARA,134
B,435207F,2018,3,10,724,1678,,,,,GANDHINAGAR,49
B,435207F,2018,3,10,668,1678,,,,,SURAT,302
A,112054C,2018,3,11,708,580,,,,,AHMEDABAD,18
A,112054C,2018,3,11,608,580,,,,,VADODARA,85
A,112054C,2018,3,11,604,580,,,,,GANDHINAGAR,37
A,112054C,2018,3,11,660,580,,,,,SURAT,225
B,435207F,2018,3,11,724,1678,,,,,AHMEDABAD,21
B,435207F,2018,3,11,607,1678,,,,,VADODARA,136
B,435207F,2018,3,11,649,1678,,,,,GANDHINAGAR,35
B,435207F,2018,3,11,631,1678,,,,,SURAT,221
A,112054C,2018,3,12,635,580,,,,,AHMEDABAD,18
A,112054C,2018,3,12,649,580,,,,,VADODARA,109
A,112054C,2018,3,12,718,580,,,,,GANDHINAGAR,36
A,112054C,2018,3,12,745,580,,,,,SURAT,246
B,435207F,2018,3,12,729,1678,,,,,AHMEDABAD,19
B,435207F,2018,3,12,679,1678,,,,,VADODARA,94
B,435207F,2018,3,12,638,1678,,,,,GANDHINAGAR,46
B,435207F,2018,3,12,613,1678,,,,,SURAT,245
A,112054C,2018,3,13,694,580,,,,,AHMEDABAD,19
A,112054C,2018,3,13,618,580,,,,,VADODARA,135
A,112054C,2018,3,13,633,580,,,,,GANDHINAGAR,37
A,112054C,2018,3,13,660,580,,,,,SURAT,252
B,435207F,2018,3,13,728,1678,,,,,AHMEDABAD,20
B,435207F,2018,3,13,700,1678,,,,,VADODARA,114
B,435207F,2018,3,13,684,1678,,,,,GANDHINAGAR,28
B,435207F,2018,3,13,633,1678,,,,,SURAT,252
A,112054C,2018,3,14,630,580,,,,,AHMEDABAD,12
A,112054C,2018,3,14,695,580,,,,,VADODARA,112
A,112054C,2018,3,14,636,580,,,,,GANDHINAGAR,25
A,112054C,2018,3,14,714,580,,,,,SURAT,254
B,435207F,2018,3,14,659,1678,,,,,AHMEDABAD,16
B,435207F,2018,3,14,723,1678,,,,,VADODARA,107
B,435207F,2018,3,14,725,1678,,,,,GANDHINAGAR,54
B,435207F,2018,3,14,737,1678,,,,,SURAT,238
A,112054C,2018,3,15,616,580,,,,,AHMEDABAD,25
A,112054C,2018,3,15,694,580,,,,,VADODARA,137
A,112054C,2018,3,15,626,580,,,,,GANDHINAGAR,31
A,112054C,2018,3,15,737,580,,,,,SURAT,280
B,435207F,2018,3,15,718,1678,,,,,AHMEDABAD,11
B,435207F,2018,3,15,634,1678,,,,,VADODARA,116
B,435207F,2018,3,15,742,1678,,,,,GANDHINAGAR,32
B,435207F,2018,3,15,655,1678,,,,,SURAT,253
A,112054C,2018,3,16,687,580,,,,,AHMEDABAD,15
A,112054C,2018,3,16,749,580,,,,,VADODARA,130
A,112054C,2018,3,16,600,580,,,,,GANDHINAGAR,51
A,112054C,2018,3,16,743,580,,,,,SURAT,292
B,435207F,2018,3,16,712,1678,,,,,AHMEDABAD,14
B,435207F,2018,3,16,750,1678,,,,,VADODARA,160
B,435207F,2018,3,16,641,1678,,,,,GANDHINAGAR,54
B,435207F,2018,3,16,733,1678,,,,,SURAT,309
A,112054C,2018,3,17,684,580,,,,,AHMEDABAD,21
A,112054C,2018,3,17,661,580,,,,,VADODARA,114
A,112054C,2018,3,17,722,580,,,,,GANDHINAGAR,32
A,112054C,2018,3,17,716,580,,,,,SURAT,289
B,435207F,2018,3,17,715,1678,,,,,AHMEDABAD,25
B,435207F,2018,3,17,731,1678,,,,,VADODARA,151
B,435207F,2018,3,17,602,1678,,,,,GANDHINAGAR,51
B,435207F,2018,3,17,736,1678,,,,,SURAT,266
A,112054C,2018,3,18,624,580,,,,,AHMEDABAD,18
A,112054C,2018,3,18,670,580,,,,,VADODARA,90
A,112054C,2018,3,18,618,580,,,,,GANDHINAGAR,43
A,112054C,2018,3,18,624,580,,,,,SURAT,248
B,435207F,2018,3,18,734,1678,,,,,AHMEDABAD,12
B,435207F,2018,3,18,680,1678,,,,,VADODARA,130
B,435207F,2018,3,18,743,1678,,,,,GANDHINAGAR,52
B,435207F,2018,3,18,633,1678,,,,,SURAT,283
A,112054C,2018,3,19,647,580,,,,,AHMEDABAD,19
A,112054C,2018,3,19,745,580,,,,,VADODARA,119
A,112054C,2018,3,19,659,580,,,,,GANDHINAGAR,54
A,112054C,2018,3,19,683,580,,,,,SURAT,212
B,435207F,2018,3,19,743,1678,,,,,AHMEDABAD,20
B,435207F,2018,3,19,604,1678,,,,,VADODARA,97
B,435207F,2018,3,19,746,1678,,,,,GANDHINAGAR,27
B,435207F,2018,3,19,633,1678,,,,,SURAT,261
A,112054C,2018,3,20,631,580,,,,,AHMEDABAD,10
A,112054C,2018,3,20,718,580,,,,,VADODARA,92
A,112054C,2018,3,20,713,580,,,,,GANDHINAGAR,49
A,112054C,2018,3,20,684,580,,,,,SURAT,219
B,435207F,2018,3,20,652,1678,,,,,AHMEDABAD,10
B,435207F,2018,3,20,611,1678,,,,,VADODARA,130
B,435207F,2018,3,20,612,1678,,,,,GANDHINAGAR,33
B,435207F,2018,3,20,609,1678,,,,,SURAT,245
A,112054C,2018,3,21,675,580,,,,,AHMEDABAD,13
A,112054C,2018,3,21,628,580,,,,,VADODARA,96
A,112054C,2018,3,21,693,580,,,,,GANDHINAGAR,47
A,112054C,2018,3,21,660,580,,,,,SURAT,277
B,435207F,2018,3,21,651,1678,,,,,AHMEDABAD,25
B,435207F,2018,3,21,692,1678,,,,,VADODARA,128
B,435207F,2018,3,21,734,1678,,,,,GANDHINAGAR,48
B,435207F,2018,3,21,638,1678,,,,,SURAT,295
A,112054C,2018,3,22,668,580,,,,,AHMEDABAD,15
A,112054C,2018,3,22,603,580,,,,,VADODARA,140
A,112054C,2018,3,22,724,580,,,,,GANDHINAGAR,41
A,112054C,2018,3,22,619,580,,,,,SURAT,237
B,435207F,2018,3,22,633,1678,,,,,AHMEDABAD,24
B,435207F,2018,3,22,720,1678,,,,,VADODARA,121
B,435207F,2018,3,22,600,1678,,,,,GANDHINAGAR,32
B,435207F,2018,3,22,633,1678,,,,,SURAT,284
A,112054C,2018,3,23,670,580,,,,,AHMEDABAD,23
A,112054C,2018,3,23,665,580,,,,,VADODARA,96
A,112054C,2018,3,23,610,580,,,,,GANDHINAGAR,39
A,112054C,2018,3,23,672,580,,,,,SURAT,292
B,435207F,2018,3,23,625,1678,,,,,AHMEDABAD,25
B,435207F,2018,3,23,630,1678,,,,,VADODARA,145
B,435207F,2018,3,23,730,1678,,,,,GANDHINAGAR,47
B,435207F,2018,3,23,706,1678,,,,,SURAT,240
A,112054C,2018,3,24,723,580,,,,,AHMEDABAD,16
A,112054C,2018,3,24,716,580,,,,,VADODARA,112
A,112054C,2018,3,24,655,580,,,,,GANDHINAGAR,26
A,112054C,2018,3,24,664,580,,,,,SURAT,281
B,435207F,2018,3,24,632,1678,,,,,AHMEDABAD,24
B,435207F,2018,3,24,702,1678,,,,,VADODARA,88
B,435207F,2018,3,24,653,1678,,,,,GANDHINAGAR,39
B,435207F,2018,3,24,673,1678,,,,,SURAT,238
A,112054C,2018,3,25,723,580,,,,,AHMEDABAD,15
A,112054C,2018,3,25,625,580,,,,,VADODARA,129
A,112054C,2018,3,25,679,580,,,,,GANDHINAGAR,51
A,112054C,2018,3,25,609,580,,,,,SURAT,256
B,435207F,2018,3,25,665,1678,,,,,AHMEDABAD,13
B,435207F,2018,3,25,721,1678,,,,,VADODARA,103
B,435207F,2018,3,25,701,1678,,,,,GANDHINAGAR,36
B,435207F,2018,3,25,691,1678,,,,,SURAT,228
A,112054C,2018,3,26,655,580,,,,,AHMEDABAD,15
A,112054C,2018,3,26,663,580,,,,,VADODARA,142
A,112054C,2018,3,26,674,580,,,,,GANDHINAGAR,34
A,112054C,2018,3,26,624,580,,,,,SURAT,278
B,435207F,2018,3,26,748,1678,,,,,AHMEDABAD,25
B,435207F,2018,3,26,728,1678,,,,,VADODARA,95
B,435207F,2018,3,26,688,1678,,,,,GANDHINAGAR,44
B,435207F,2018,3,26,680,1678,,,,,SURAT,241
A,112054C,2018,3,27,728,580,,,,,AHMEDABAD,22
A,112054C,2018,3,27,736,580,,,,,VADODARA,127
A,112054C,2018,3,27,747,580,,,,,GANDHINAGAR,46
A,112054C,2018,3,27,659,580,,,,,SURAT,260
B,435207F,2018,3,27,646,1678,,,,,AHMEDABAD,18
B,435207F,2018,3,27,648,1678,,,,,VADODARA,142
B,435207F,2018,3,27,716,1678,,,,,GANDHINAGAR,48
B,435207F,2018,3,27,710,1678,,,,,SURAT,238
A,112054C,2018,3,28,711,580,,,,,AHMEDABAD,16
A,112054C,2018,3,28,628,580,,,,,VADODARA,158
A,112054C,2018,3,28,675,580,,,,,GANDHINAGAR,39
A,112054C,2018,3,28,664,580,,,,,SURAT,221
B,435207F,2018,3,28,672,1678,,,,,AHMEDABAD,10
B,435207F,2018,3,28,614,1678,,,,,VADODARA,102
B,435207F,2018,3,28,740,1678,,,,,GANDHINAGAR,31
B,435207F,2018,3,28,675,1678,,,,,SURAT,235
A,112054C,2018,3,29,748,580,,,,,AHMEDABAD,22
A,112054C,2018,3,29,718,580,,,,,VADODARA,115
A,112054C,2018,3,29,609,580,,,,,GANDHINAGAR,32
A,112054C,2018,3,29,650,580,,,,,SURAT,259
B,435207F,2018,3,29,729,1678,,,,,AHMEDABAD,21
B,435207F,2018,3,29,613,1678,,,,,VADODARA,154
B,435207F,2018,3,29,741,1678,,,,,GANDHINAGAR,47
B,435207F,2018,3,29,686,1678,,,,,SURAT,254
A,112054C,2018,3,30,703,580,,,,,AHMEDABAD,24
A,112054C,2018,3,30,680,580,,,,,VADODARA,149
A,112054C,2018,3,30,692,580,,,,,GANDHINAGAR,42
A,112054C,2018,3,30,732,580,,,,,SURAT,261
B,435207F,2018,3,30,652,1678,,,,,AHMEDABAD,16
B,435207F,2018,3,30,734,1678,,,,,VADODARA,153
B,435207F,2018,3,30,741,1678,,,,,GANDHINAGAR,42
B,435207F,2018,3,30,607,1678,,,,,SURAT,288
A,112054C,2018,3,31,606,580,,,,,AHMEDABAD,23
A,112054C,2018,3,31,647,580,,,,,VADODARA,88
A,112054C,2018,3,31,647,580,,,,,GANDHINAGAR,46
A,112054C,2018,3,31,653,580,,,,,SURAT,276
B,435207F,2018,3,31,601,1678,,,,,AHMEDABAD,23
B,435207F,2018,3,31,674,1678,,,,,VADODARA,155
B,435207F,2018,3,31,734,1678,,,,,GANDHINAGAR,28
B,435207F,2018,3,31,620,1678,,,,,SURAT,269
A,112054C,2018,4,1,728,704,,,,,AHMEDABAD,16
A,112054C,2018,4,1,725,704,,,,,VADODARA,137
A,112054C,2018,4,1,668,704,,,,,GANDHINAGAR,45
A,112054C,2018,4,1,616,704,,,,,SURAT,299
B,435207F,2018,4,1,736,1519,,,,,AHMEDABAD,17
B,435207F,2018,4,1,620,1519,,,,,VADODARA,150
B,435207F,2018,4,1,635,1519,,,,,GANDHINAGAR,41
B,435207F,2018,4,1,679,1519,,,,,SURAT,269
A,112054C,2018,4,2,625,704,,,,,AHMEDABAD,10
A,112054C,2018,4,2,684,704,,,,,VADODARA,106
A,112054C,2018,4,2,573,704,,,,,GANDHINAGAR,31
A,112054C,2018,4,2,424,704,,,,,SURAT,273
B,435207F,2018,4,2,562,1519,,,,,AHMEDABAD,25
B,435207F,2018,4,2,568,1519,,,,,VADODARA,144
B,435207F,2018,4,2,445,1519,,,,,GANDHINAGAR,53
B,435207F,2018,4,2,493,1519,,,,,SURAT,274
A,112054C,2018,4,3,559,704,,,,,AHMEDABAD,19
A,112054C,2018,4,3,418,704,,,,,VADODARA,118
A,112054C,2018,4,3,518,704,,,,,GANDHINAGAR,47
A,112054C,2018,4,3,489,704,,,,,SURAT,281
B,435207F,2018,4,3,456,1519,,,,,AHMEDABAD,19
B,435207F,2018,4,3,583,1519,,,,,VADODARA,96
B,435207F,2018,4,3,543,1519,,,,,GANDHINAGAR,41
B,435207F,2018,4,3,587,1519,,,,,SURAT,213
A,112054C,2018,4,4,428,704,,,,,AHMEDABAD,16
A,112054C,2018,4,4,408,704,,,,,VADODARA,144
A,112054C,2018,4,4,536,704,,,,,GANDHINAGAR,48
A,112054C,2018,4,4,486,704,,,,,SURAT,280
B,435207F,2018,4,4,403,1519,,,,,AHMEDABAD,10
B,435207F,2018,4,4,579,1519,,,,,VADODARA,96
B,435207F,2018,4,4,456,1519,,,,,GANDHINAGAR,50
B,435207F,2018,4,4,403,1519,,,,,SURAT,267
A,112054C,2018,4,5,482,704,,,,,AHMEDABAD,25
A,112054C,2018,4,5,574,704,,,,,VADODARA,139
A,112054C,2018,4,5,496,704,,,,,GANDHINAGAR,51
A,112054C,2018,4,5,474,704,,,,,SURAT,304
B,435207F,2018,4,5,596,1519,,,,,AHMEDABAD,24
B,435207F,2018,4,5,432,1519,,,,,VADODARA,107
B,435207F,2018,4,5,451,1519,,,,,GANDHINAGAR,45
B,435207F,2018,4,5,421,1519,,,,,SURAT,247
A,112054C,2018,4,6,455,704,,,,,AHMEDABAD,10
A,112054C,2018,4,6,419,704,,,,,VADODARA,123
A,112054C,2018,4,6,409,704,,,,,GANDHINAGAR,54
A,112054C,2018,4,6,527,704,,,,,SURAT,232
B,435207F,2018,4,6,532,1519,,,,,AHMEDABAD,13
B,435207F,2018,4,6,494,1519,,,,,VADODARA,104
B,435207F,2018,4,6,451,1519,,,,,GANDHINAGAR,53
B,435207F,2018,4,6,540,1519,,,,,SURAT,211
A,112054C,2018,4,7,445,704,,,,,AHMEDABAD,23
A,112054C,2018,4,7,545,704,,,,,VADODARA,151
A,112054C,2018,4,7,457,704,,,,,GANDHINAGAR,32
A,112054C,2018,4,7,416,704,,,,,SURAT,230
B,435207F,2018,4,7,594,1519,,,,,AHMEDABAD,16
B,435207F,2018,4,7,572,1519,,,,,VADODARA,117
B,435207F,2018,4,7,511,1519,,,,,GANDHINAGAR,38
B,435207F,2018,4,7,453,1519,,,,,SURAT,242
A,112054C,2018,4,8,411,704,,,,,AHMEDABAD,25
A,112054C,2018,4,8,436,704,,,,,VADODARA,118
A,112054C,2018,4,8,589,704,,,,,GANDHINAGAR,46
A,112054C,2018,4,8,565,704,,,,,SURAT,297
B,435207F,2018,4,8,595,1519,,,,,AHMEDABAD,16
B,435207F,2018,4,8,565,1519,,,,,VADODARA,91
B,435207F,2018,4,8,534,1519,,,,,GANDHINAGAR,27
B,435207F,2018,4,8,429,1519,,,,,SURAT,243
A,112054C,2018,4,9,583,704,,,,,AHMEDABAD,13
A,112054C,2018,4,9,499,704,,,,,VADODARA,101
A,112054C,2018,4,9,470,704,,,,,GANDHINAGAR,44
A,112054C,2018,4,9,446,704,,,,,SURAT,237
B,435207F,2018,4,9,435,1519,,,,,AHMEDABAD,23
B,435207F,2018,4,9,449,1519,,,,,VADODARA,93
B,435207F,2018,4,9,401,1519,,,,,GANDHINAGAR,41
B,435207F,2018,4,9,403,1519,,,,,SURAT,275
A,112054C,2018,4,10,572,704,,,,,AHMEDABAD,15
A,112054C,2018,4,10,501,704,,,,,VADODARA,154
A,112054C,2018,4,10,461,704,,,,,GANDHINAGAR,33
A,112054C,2018,4,10,553,704,,,,,SURAT,225
B,435207F,2018,4,10,482,1519,,,,,AHMEDABAD,21
B,435207F,2018,4,10,585,1519,,,,,VADODARA,101
B,435207F,2018,4,10,575,1519,,,,,GANDHINAGAR,43
B,435207F,2018,4,10,469,1519,,,,,SURAT,298
A,112054C,2018,4,11,459,704,,,,,AHMEDABAD,18
A,112054C,2018,4,11,481,704,,,,,VADODARA,119
A,112054C,2018,4,11,588,704,,,,,GANDHINAGAR,48
A,112054C,2018,4,11,524,704,,,,,SURAT,292
B,435207F,2018,4,11,418,1519,,,,,AHMEDABAD,22
B,435207F,2018,4,11,454,1519,,,,,VADODARA,127
B,435207F,2018,4,11,564,1519,,,,,GANDHINAGAR,39
B,435207F,2018,4,11,578,1519,,,,,SURAT,290
A,112054C,2018,4,12,402,704,,,,,AHMEDABAD,17
A,112054C,2018,4,12,409,704,,,,,VADODARA,97
A,112054C,2018,4,12,454,704,,,,,GANDHINAGAR,55
A,112054C,2018,4,12,564,704,,,,,SURAT,282
B,435207F,2018,4,12,519,1519,,,,,AHMEDABAD,10
B,435207F,2018,4,12,572,1519,,,,,VADODARA,129
B,435207F,2018,4,12,497,1519,,,,,GANDHINAGAR,47
B,435207F,2018,4,12,572,1519,,,,,SURAT,285
A,112054C,2018,4,13,408,704,,,,,AHMEDABAD,11
A,112054C,2018,4,13,426,704,,,,,VADODARA,101
A,112054C,2018,4,13,515,704,,,,,GANDHINAGAR,36
A,112054C,2018,4,13,543,704,,,,,SURAT,279
B,435207F,2018,4,13,430,1519,,,,,AHMEDABAD,14
B,435207F,2018,4,13,454,1519,,,,,VADODARA,102
B,435207F,2018,4,13,426,1519,,,,,GANDHINAGAR,34
B,435207F,2018,4,13,552,1519,,,,,SURAT,273
A,112054C,2018,4,14,500,704,,,,,AHMEDABAD,10
A,112054C,2018,4,14,518,704,,,,,VADODARA,159
A,112054C,2018,4,14,576,704,,,,,GANDHINAGAR,28
A,112054C,2018,4,14,571,704,,,,,SURAT,272
B,435207F,2018,4,14,531,1519,,,,,AHMEDABAD,24
B,435207F,2018,4,14,585,1519,,,,,VADODARA,117
B,435207F,2018,4,14,595,1519,,,,,GANDHINAGAR,46
B,435207F,2018,4,14,491,1519,,,,,SURAT,211
A,112054C,2018,4,15,576,704,,,,,AHMEDABAD,17
A,112054C,2018,4,15,580,704,,,,,VADODARA,90
A,112054C,2018,4,15,543,704,,,,,GANDHINAGAR,35
A,112054C,2018,4,15,465,704,,,,,SURAT,262
B,435207F,2018,4,15,456,1519,,,,,AHMEDABAD,16
B,435207F,2018,4,15,545,1519,,,,,VADODARA,141
B,435207F,2018,4,15,491,1519,,,,,GANDHINAGAR,40
B,435207F,2018,4,15,401,1519,,,,,SURAT,292
A,112054C,2018,4,16,578,704,,,,,AHMEDABAD,11
A,112054C,2018,4,16,516,704,,,,,VADODARA,122
A,112054C,2018,4,16,583,704,,,,,GANDHINAGAR,51
A,112054C,2018,4,16,416,704,,,,,SURAT,230
B,435207F,2018,4,16,504,1519,,,,,AHMEDABAD,10
B,435207F,2018,4,16,420,1519,,,,,VADODARA,119
B,435207F,2018,4,16,409,1519,,,,,GANDHINAGAR,25
B,435207F,2018,4,16,433,1519,,,,,SURAT,210
A,112054C,2018,4,17,439,704,,,,,AHMEDABAD,25
A,112054C,2018,4,17,494,704,,,,,VADODARA,109
A,112054C,2018,4,17,490,704,,,,,GANDHINAGAR,44
A,112054C,2018,4,17,403,704,,,,,SURAT,220
B,435207F,2018,4,17,454,1519,,,,,AHMEDABAD,22
B,435207F,2018,4,17,541,1519,,,,,VADODARA,113
B,435207F,2018,4,17,462,1519,,,,,GANDHINAGAR,41
B,435207F,2018,4,17,551,1519,,,,,SURAT,234
A,112054C,2018,4,18,404,704,,,,,AHMEDABAD,17
A,112054C,2018,4,18,509,704,,,,,VADODARA,155
A,112054C,2018,4,18,417,704,,,,,GANDHINAGAR,31
A,112054C,2018,4,18,563,704,,,,,SURAT,281
B,435207F,2018,4,18,584,1519,,,,,AHMEDABAD,15
B,435207F,2018,4,18,458,1519,,,,,VADODARA,127
B,435207F,2018,4,18,600,1519,,,,,GANDHINAGAR,34
B,435207F,2018,4,18,408,1519,,,,,SURAT,249
A,112054C,2018,4,19,528,704,,,,,AHMEDABAD,18
A,112054C,2018,4,19,510,704,,,,,VADODARA,158
A,112054C,2018,4,19,575,704,,,,,GANDHINAGAR,36
A,112054C,2018,4,19,438,704,,,,,SURAT,269
B,435207F,2018,4,19,496,1519,,,,,AHMEDABAD,17
B,435207F,2018,4,19,520,1519,,,,,VADODARA,138
B,435207F,2018,4,19,484,1519,,,,,GANDHINAGAR,41
B,435207F,2018,4,19,490,1519,,,,,SURAT,292
A,112054C,2018,4,20,519,704,,,,,AHMEDABAD,23
A,112054C,2018,4,20,525,704,,,,,VADODARA,115
A,112054C,2018,4,20,565,704,,,,,GANDHINAGAR,29
A,112054C,2018,4,20,540,704,,,,,SURAT,282
B,435207F,2018,4,20,505,1519,,,,,AHMEDABAD,24
B,435207F,2018,4,20,400,1519,,,,,VADODARA,123
B,435207F,2018,4,20,574,1519,,,,,GANDHINAGAR,37
B,435207F,2018,4,20,410,1519,,,,,SURAT,293
A,112054C,2018,4,21,537,704,,,,,AHMEDABAD,10
A,112054C,2018,4,21,446,704,,,,,VADODARA,124
A,112054C,2018,4,21,526,704,,,,,GANDHINAGAR,25
A,112054C,2018,4,21,412,704,,,,,SURAT,293
B,435207F,2018,4,21,576,1519,,,,,AHMEDABAD,17
B,435207F,2018,4,21,470,1519,,,,,VADODARA,106
B,435207F,2018,4,21,575,1519,,,,,GANDHINAGAR,49
B,435207F,2018,4,21,536,1519,,,,,SURAT,215
A,112054C,2018,4,22,407,704,,,,,AHMEDABAD,17
A,112054C,2018,4,22,598,704,,,,,VADODARA,147
